height,weight
183.26205020056247,194.4739844407191
175.75504712501117,186.7686474247094
176.01720683218767,203.65998677487642
176.65262709698217,189.14271592864336
176.64932099137346,188.07952264427988
183.37668959410868,192.75432135891643
174.04286803720225,189.27892885600056
182.38312445687276,182.72552567054223
185.7471698511612,182.4013993257499
184.85781360811268,180.45083531095094
174.59027390762532,203.00141504950741
175.75092115549208,189.24601890348646
178.31229885726066,189.45226834340622
181.696944516527,193.77416068841208
187.01227494563375,183.36919677454796
182.2325645528849,195.87018394791212
177.66504243112098,205.1591627581567
175.5273149318132,189.997813404644
185.58724371504806,184.3963271976184
184.80848972781027,182.17191982970155
184.18693497501386,192.16509142756766
175.08817642344263,187.66869404674136
183.95302067739564,190.32423231144784
181.3284656798162,190.43972822750098
182.31300254094947,193.06232452525248
175.67778278791536,191.25509437604563
182.63272436202456,191.619124402159
187.13399469883012,184.12588055669596
178.5303935706295,204.23656142849404
187.66404023398258,181.85196603085072
177.5385154577464,200.55192887626131
187.28481133803916,180.99503531990038
181.737202520362,191.58906032049074
178.19099287801805,201.25661241269918
178.75328003409086,202.00194766939327
185.58171421782464,179.82686690294793
181.92387014021298,192.1417185928079
176.20746288114339,203.31730679193825
174.9926691873509,203.50837757618638
184.00912188809204,181.47447355860334
182.9015775734612,193.5180047592333
181.83439279925994,195.56664325624897
183.5310910854885,191.15232071741045
174.88792431657617,187.59935671108454
184.30896385376502,188.66237143358526
183.3680364079978,191.48589784955232
181.9114565102333,193.99365525425958
186.00308692501085,182.72383799503476
176.41531858482227,187.7437396772044
174.72377971852092,205.12873549350425
185.48634128040607,181.3650476237531
181.90891099475593,192.27572707941908
182.86133591357458,192.45234247452132
181.7455094414134,195.38018533499596
183.61082420488447,193.99441483839357
178.021143007701,204.14722914228273
174.912625631214,205.0905742611315
183.38696013786716,193.8855121175059
186.073851334754,182.0670436963354
176.6579449360444,187.51451243396605
187.03510159051868,183.3954597120891
186.18537373812075,185.20380636307127
186.05816159002188,180.58355758838226
174.01263095419816,188.38388421185056
184.3421186356158,183.94892301379863
175.7499927790671,189.60331479516427
185.11312081623979,184.24320320151472
187.40211430366244,180.0344337140305
181.97470777411868,192.82725430831388
174.89679039604755,188.74051097236799
182.2896917888189,193.5034514029012
175.76677537255554,188.8787846737468
180.7939966813951,190.75661397306908
184.24334737491918,192.91983021642415
175.82377356900494,188.10082324953552
187.54743401770875,181.40538499479322
177.95500080409272,189.7903952496152
186.7334148732798,183.68000946684307
178.49978425992194,204.04373160117328
174.85963647215584,191.99120190363132
181.67660358631545,192.73473910390214
185.2047504720462,185.17658006789154
186.1479695853517,182.71138921960593
177.5131579640978,188.71236909079218
174.70630128749823,204.26968899469577
176.73857951163706,189.60353217045648
176.28325765700671,204.02418127029938
176.5911663759421,188.1532909427823
176.09275721501533,189.1482102820175
179.3412555108544,188.41571721018892
184.0352722373518,194.02296061219477
178.7047244374077,203.65429642367647
175.21994703354915,203.78036971916833
185.5655671776406,180.731077072961
186.28514081476834,180.96963246876743
173.31094021130906,189.61925993593505
183.49899647111855,194.0418790514523
176.38741032721148,202.19192481969355
182.46187045524292,191.69297444344656
178.95250036001644,200.8695061167389
176.2778423932412,189.40115951298225
181.05181278745684,196.02115587938403
174.9803921856715,205.98328692913077
176.91709459763203,189.83905494214412
185.36080201286475,195.66270487421107
184.31915181467437,193.35435703169898
189.55266819867254,180.11558553429393
186.22501171935488,183.92163483218616
177.075899630686,199.44039795462362
183.6606752055931,191.3679827603712
181.39929823485107,192.35779114122616
184.33014265417924,192.7271900327656
175.3206830008897,204.0425490392384
179.319907468596,191.2753510325282
182.75194518406755,194.54363832109044
184.73456073886283,193.7049634964955
177.57614520901384,190.20596486078
174.86505260077604,204.55660524829966
176.319347006238,202.98197217925053
181.12588894162872,191.74227757776146
178.23731376420608,189.96019984584936
181.49606373772963,193.53040597892
186.56041763401967,190.58437690298715
175.72765435473386,189.86794866142566
183.24699191479812,183.17875722695302
174.65090069355313,187.91644527458354
183.37803264780388,180.60780257323412
190.3168819047277,182.04653930965233
175.36597710778204,186.30436118816016
184.16601499948365,191.01715295803587
174.51449147013483,189.51529699750034
183.05267763123632,181.23253738919738
186.88291501937596,185.40688149633888
177.73772595730892,204.39931105591467
175.03545421699738,201.1912755113155
176.02693233644402,201.54216177426812
174.9612846245943,201.73978166964596
176.3274980452637,206.4813341810874
177.71635575456506,207.04446698010798
183.13186958396528,193.5545449638567
174.7982412523627,188.65776197972562
175.70854771960816,203.54524550954523
176.0954165559709,189.6296156993668
171.96637825799627,190.8633284129447
188.71423577136662,182.279274769131
176.25650674223522,187.89351339430647
180.838367272863,195.56437106973428
177.37385052171146,203.02836468601288
180.1987779306395,196.03260261471604
187.81209935245042,182.57733176771782
176.15644339342893,202.79144204106458
182.71620131150038,192.43489657530242
186.21476548324028,182.58156445429873
174.88290847888652,203.72310750802876
175.66675809416842,190.42015620610908
181.88495650382026,192.28583658204502
174.51298419436273,188.26134074021215
173.70891607502872,203.51153559323384
187.80066750124053,181.80892590234706
187.32276335427912,182.73237038021048
182.22333402397135,192.46279319004995
187.24813973607723,182.0817766508893
174.17419432600448,191.5324867151621
179.72909659467064,204.5656989093243
176.5643743609355,205.5821273894734
175.42164156072695,187.52691901674032
176.27152950570087,207.02365418879756
174.7773124244764,187.473514822264
182.0179109500872,193.34320895025039
186.54151700581662,186.10443643672653
173.76243503066812,202.69512441530026
177.08184226493972,189.52019914255652
184.04634167421125,192.9173954048832
176.75152914347746,189.27695271859298
176.65236484747564,188.54494320994604
176.08183412640403,187.94207164496748
183.7187970793982,192.72559567989018
179.7082013055647,188.4323531616063
176.2992481990093,207.07760627016506
186.54913498006886,182.10130911372775
175.80192088938034,190.99028080173812
184.30148851450724,194.73712496899728
174.91182076028446,201.31718789438335
175.20997715267694,203.63200248720347
186.74897256308344,185.04710610964156
174.91786296779097,201.9990303047278
182.37446351593607,184.07547466061007
184.41976763422238,193.4553059564272
174.49166437031022,203.46710096909698
184.99933111022713,183.00748282097987
174.91892437145518,201.9915953893933
172.35512970104259,205.29025934210924
175.32066707685874,186.46127000010478
177.4931277483789,189.7399816842012
178.79565111375416,202.4771678840628
180.3165949936643,190.40293362345164
183.08517018398328,193.84408786995044
183.97258659222976,184.0780356563192
185.31933675269167,192.5831087603199
182.2670198664239,191.71543428403996
180.4635350125281,193.0125811730657
175.23007151705724,201.69148149696923
186.5239522655993,183.2203877512182
173.6923388946943,188.57088590167908
184.89727532480384,194.83516974040023
174.47652158191804,188.03610277407287
184.7299610812557,184.79294356723943
183.76703587377423,193.05283732161664
174.92373502112147,203.7821226696915
180.54279808731053,193.61438870436842
179.70022434387448,204.25566789922814
186.47791407974086,179.8424904106849
176.11498069270414,189.61779792083905
175.34036944809816,189.13610054599417
186.54370455674487,192.84375053968813
176.9237986009093,203.44235008636218
186.8714552159357,182.97905956498693
176.55875685508954,206.23049229051165
187.78475045708936,181.64026930819597
173.93218382867076,204.11790450738127
187.8909182502414,178.5982955136633
175.46195988448923,205.45290438891348
174.2088983141251,189.23606927583418
175.55933831380895,190.25564178509106
177.25275845084056,204.93145473721503
185.33127507950925,180.79749243515533
184.0044818468594,193.56330092033096
186.64057564028923,184.0209688343436
183.99502316689058,192.1742103225235
175.22663733847122,186.38674121605814
182.81962366712008,195.65271033698417
179.24192571309217,204.71832937502305
183.54118212365913,192.85657433349405
186.68559394957254,184.28837974908063
185.11546068434419,178.15770377137432
183.55392528098986,182.5855763324306
185.4900988456982,182.8605334269071
185.4437177049346,183.11809173975982
186.4280882802228,182.84710514928776
176.8973624568366,188.5415379605534
185.55036988727062,181.9828532307655
176.22790706205802,189.3284454344209
185.41374995197725,182.34622062689297
186.00551747800813,195.28018564864024
173.65311757523864,203.29066412517383
186.81606735418057,182.38390825733407
176.73125564208948,203.57681568880534
176.12593409505158,202.38020558934008
185.27533618055818,194.27544508548314
184.1464705958747,193.1060420087337
186.61507695193382,191.2153366659907
185.35013516775663,193.7963732850773
176.29965208636236,202.82551250649047
174.70135961204252,205.78848702418404
176.95536434617418,188.08724825210064
173.61648551669415,205.74407939432564
177.86898833473774,204.3505358593637
177.00129674544186,206.25011062080645
180.39610879990337,193.8879689889167
176.4821232984071,206.43987662582987
185.7785708365063,185.12220885238295
178.33435211691094,188.6326060310579
173.37976929112858,202.2227749721555
178.0298438443859,189.3580614555685
186.22942933963705,180.18579944243527
177.94547227140066,187.4808459039141
185.71100651956672,194.50239300844996
175.1993243475978,203.8472075148126
177.6456428242716,203.80107007045046
176.3174866051315,204.50888284811737
183.7625140379639,191.99010123064426
176.2398262924827,188.23153724454605
184.8016652088256,182.72972658878655
188.35938497436445,181.87724179239225
187.67375155505127,182.26483938583726
175.61857331801622,204.75850625627194
173.7780257592031,204.3575394693363
175.7780915138794,186.0677454034735
174.77871537176662,201.18423844981916
184.20320790926405,184.2409048198942
177.7499202733611,201.27997161587803
188.97378041028594,182.48020950411848
175.67373222757587,204.75286199913756
172.20027944954276,189.69717255291891
172.76894224344971,202.4989393638205
178.09259360486737,202.04901944270296
187.37443567736,184.0808428379817
186.02119135265553,184.88114656350456
181.21560604122263,194.598484745435
178.54574108768043,205.84592272017346
175.5780157403847,191.27572514020372
176.99250360008358,202.86480219429055
170.9755133276504,190.59642114364863
175.30229652681717,186.6778393344686
184.8867267250297,183.07825099540094
181.8990207911069,189.35391693878609
181.02663542318507,192.10045581546726
181.25112549153215,190.63933328285881
176.28503646881973,205.19330000677132
173.26182701992448,190.77762011176938
184.12431157036693,191.00905005401918
175.874191190731,189.41828778587316
175.8208849459476,190.4412594642878
175.65518300297583,187.18970298040597
184.15547132627165,193.48143049030082
181.82153047918447,195.36956526913843
176.9237136088913,201.52203390867237
185.8145369189687,180.95853238673874
177.00143999477274,203.3553520366669
181.46829467492884,194.69858804329854
175.62980630898718,186.50475070817234
175.28310299630323,187.8507651307159
173.50730907190444,187.95299131631253
176.73317453174877,204.96341312249274
182.9906191185838,190.26061781863004
175.2981919517352,201.07431719061748
176.60011756182345,204.41519182168707
182.50043657660916,191.10654385199317
181.88514047574347,192.07745908266338
178.25874165789162,188.12460167239277
184.55487176062027,185.38351372584157
170.6279073839701,190.16314688172892
174.5632748392791,202.61680399591845
175.06984594903506,202.5331142067944
185.11206119260345,191.80824328706527
176.28746521393236,189.89914901349854
180.11938530213916,193.63285712123462
188.40795429436577,182.03638010996124
176.32096423759177,204.45592551828997
185.31381869356414,183.72507941734963
176.15865268473382,202.368715092059
175.9970350177171,206.3774981352849
178.00817479073464,187.43459218987482
175.15014520390696,189.35830294678092
182.17862753489263,189.38905592554428
188.5487721036178,183.52707697705497
180.89603423806233,194.462396715398
182.13195831453183,195.99861326845235
185.38125697861304,195.26233601418562
176.99579597463807,189.98071825545728
180.23673925869136,206.21993129974746
181.07891834472446,194.16127894508116
172.49124227964978,187.64031059304008
175.40935962146477,203.33357390807527
185.3093703010461,182.73363931322984
175.16964973473864,190.4321958846714
185.9561161458324,184.50591878710938
174.66585447508456,206.7736954866479
184.11829988717187,181.7563010529694
182.7913210084849,193.2222306832184
184.0879038088377,184.73471153342373
179.7025596311599,192.04823456894596
176.9707720156893,202.52058624960722
176.09681937770705,201.8253339083848
186.69385874751515,186.25450191059505
176.32882223061313,188.2211479602358
175.56547853574435,204.42278223389633
174.6467336800034,203.66863148159393
184.7953236711239,180.22645114033898
181.77744321395664,191.61057320065865
175.45990492738463,189.730273606888
181.81750166006933,192.6719467178209
181.39200322502646,191.6423742020129
187.24276871974124,192.7930825162965
182.83020799228646,192.73967354027928
183.4059913143692,195.03357941704442
186.67325956636694,183.52505596312722
174.93803375797265,187.69667303363616
184.16305975352245,194.5584641083976
174.16750081329096,189.75383663429332
181.16179689255398,192.99482610916272
185.8186832524,183.4056201812455
183.66981876254928,193.3579152053731
178.3029319087664,202.08883367565926
175.77522902274805,188.6122459468807
173.88785200329266,186.59616787340462
178.40342789257812,202.32248268218038
178.272142827829,203.3457504414826
177.11656004100345,203.2784673789098
177.94191733006383,205.02771396213086
186.93558676652077,187.10795916224836
174.8993920270215,187.61555660841088
173.65190140429195,188.70414877236104
176.5878508249375,190.52097234171373
189.38381325463968,182.62163829748445
176.89664976232817,203.49092846847213
183.95811337974018,190.39836452853166
177.8406873536573,203.20764546802914
183.15593529695275,192.40043651491303
185.51571755558655,181.31051899405003
175.57669261123905,189.36391279073402
173.7689160238299,186.46566077010263
175.71334117904894,206.76200011735864
183.00202386332182,192.61186782230385
172.52625767793708,189.41178157263553
186.5267764114524,183.41253034018501
176.57175774432136,203.6627813308003
175.08583493823934,200.87965488082912
175.97635873672118,189.81485972748604
188.44257615872442,183.32672951574432
173.10476333627685,186.2213497571149
188.28814119208374,181.14962070108382
173.6337548745747,200.66415826077028
184.03426391694745,179.5431914761562
173.80255899027335,200.76722778437403
176.8128268118089,187.34889379754196
186.23801698898987,186.43639066944593
187.65445615807644,182.4124847360906
175.56649361674428,205.3453870603122
175.4493548271731,187.80360286755348
178.26762342375523,200.16776407985193
181.82827005799362,190.96883813739458
178.28685627626444,202.37061335549103
181.27402168878436,194.00191321159576
182.11152201552932,191.02235048774932
177.1765736255063,188.53310409824562
186.0463337990968,183.1069372841814
183.00800220627966,193.7015008243947
184.96629801277402,182.74548497599577
183.85135554222342,192.57808397342038
178.09008925053743,189.23682952057143
178.49767014136995,203.75987420178163
175.15973844421157,189.98473506908306
173.59687485134714,186.81060457126455
173.10501425796096,188.0298863430888
173.37930338877453,201.80488734587743
174.68706300947105,189.34854451439534
173.7955665079592,187.7899158182668
183.56242097589814,191.16246356837635
173.49806747461545,206.38244306632623
185.37203882992654,182.57330300752528
186.18236146760472,183.84504499476049
186.6206500375902,185.48126102886283
183.83647468020376,192.55508182152093
180.65031278126744,192.12205016896567
186.26163405728468,182.35295410818134
181.85287351919797,192.3360769238803
176.83767442330966,188.31823597437022
176.38362021062122,187.8022071524467
173.41513861392897,187.81553474366154
186.55319130187485,181.27103856804803
178.46738978523032,188.7300032325436
181.91389488574995,192.33097611676575
176.87015012409955,205.12191901462353
173.58568727792237,188.82895253545294
178.04288622086267,201.00413263118116
186.88978511252208,182.84962481247402
174.77697345046556,205.7658227642026
172.7971962689388,187.58034629186548
188.2233769756271,180.28179354267098
184.27914987527834,184.77527589447743
182.10077976762287,191.34523420737113
176.6962991547068,202.37296396318382
175.84972647741628,189.59351536583276
174.11753436498307,187.91902036804638
183.68511561216508,183.36070109346477
181.28091378234515,192.3514525990026
184.82551769724594,181.74709801379075
176.36499143973063,203.07073828509266
173.74644866902315,187.01787708886104
172.0351983360338,191.00223148595842
173.48679097728143,204.4483678978168
176.32904877009065,201.97298087856228
180.61435471633808,194.1918387012892
174.21336081444534,188.97395050544472
176.30526075100568,203.35900066341765
176.5198981862139,188.83341841055906
185.21955829580565,184.4920616750304
187.89600421943175,181.6827893982948
179.26701817161626,193.31373704637963
185.99885297790715,181.11218787182386
187.10961027747388,182.11081688386056
181.8498779785877,192.96229087558413
183.8270302630804,181.59948735295194
176.5206143120072,205.63300609931767
176.298014088041,203.79990045265532
175.72560935557254,190.16246470268274
186.51701785356752,183.32189167418198
183.5725568615236,191.81566583684068
184.75185133090878,190.93564066977933
176.82631186739567,189.77032602648575
176.31623649031346,204.32672808448064
184.3119081538147,191.72389794969487
177.150111045987,201.8044671012839
183.52213023768925,193.13866087064474
175.5020446786692,203.9428542701732
182.8898884366012,191.73051252761607
173.86344333737028,190.90760050115503
174.1172167871642,186.43505860682026
176.39311562356974,207.01181686810853
175.9993290153503,202.1752480577774
174.69220005698503,202.56305217085244
175.70451834541376,203.10204297165822
185.84836432938658,182.84369866031005
184.28159622432645,180.8686768983179
184.16367511758136,194.22896862868714
175.94814034951014,188.52120765247173
182.29644386339254,191.05628915610532
175.99402475762847,203.36805159458712
176.99056852349605,203.95447262298507
184.67755216025972,182.4072484324741
185.35377440164686,181.00998281573115
182.37215079671765,193.16152033291155
177.22185146046985,200.89904628252728
174.5830968940967,190.42241093543356
181.5083530394313,189.74208763318688
186.2473294075167,179.82222414543028
176.374338330331,187.1739880744671
174.15445112540135,187.30196658955884
184.38509648858766,193.41891112665127
181.2999432351797,192.7867943728398
185.2926634058702,179.67765362784672
174.77679588913534,188.0040851125118
173.8397741060523,203.0625538201358
176.2674206730706,204.9253635454572
186.0772384874628,182.27069122206552
173.68492917264183,201.3094943892577
174.17467774421223,202.22021940047435
177.33932392950192,205.59787419905481
185.03792840028675,183.78095073060598
184.8296579034032,193.41847016142492
175.93466710775357,200.7639062612464
175.59938000978462,187.7047747368244
174.31464416982712,203.96041133393814
174.18285294756916,190.16493734298018
180.44815082939076,202.31042296202017
183.15927994949692,195.23819959348592
183.7660528924903,192.63688785238958
186.73030913468966,182.44855190214116
187.03104030077927,179.78406677120012
187.0121123537652,183.08682744170957
175.67408870973222,185.6199684557809
177.53826196032762,188.47812551568435
185.36737594350797,182.7271529379635
182.18705667620574,193.68173234038272
181.37504292292832,193.4150695095705
180.86023918008198,193.33864337330385
183.56728438866372,188.47521357206253
180.82335837882107,192.17282661464162
176.00717538277223,203.6120764657832
174.64557370308893,202.19190032595978
175.87495291894928,188.25864263538597
182.3453005646128,193.16208815078096
177.44714660804414,189.55284395754921
184.69699493258818,183.0969855831368
174.67015918675813,201.9021103071331
176.17788127771385,202.53341803580207
180.96811340551125,194.26234274458764
178.15897631448357,187.48626275109513
178.58452539870052,203.59516760763486
184.03884727994372,192.65604448131114
176.23914232077115,205.48719114445828
176.29020444891336,203.57444256537246
174.67129888248172,187.3736575044398
183.929180557283,190.34806973337436
187.27048900331152,183.9676663531973
174.13942616330922,188.40152553628678
177.25170743716504,189.30803789121018
184.09535513512355,193.11773463955703
174.77721147212068,188.24699831191597
175.21410080188997,188.31881227761426
177.4988758177903,203.04071370568795
181.62742742091277,190.56508305786116
175.96044871823048,189.79649680272036
175.5871394244711,188.9679074601841
187.31777653252772,180.92834103908524
184.2097139211291,193.03657826260383
184.66519419445632,183.38596370485598
174.4681133897668,203.4499052635601
187.7029120018357,184.81949153427732
170.93576348290753,186.85216770946653
183.42971855828094,191.5448087994624
183.99015340349254,182.6267496813211
172.86135036391767,200.5642254809112
183.24769055067384,192.8303963168065
185.98901951619317,180.03587128082302
186.50737064255492,180.75927313384068
174.21054759814928,186.83172435357153
175.52727557191957,188.77978771858
182.59776435377714,194.31964824167443
176.18796715412276,187.20454908174798
176.1509833950876,190.2933935757023
177.6072256405629,202.4254299227167
181.8751254887515,192.0885876368412
173.8211298865817,187.56942791881613
175.66297001253963,201.97157141869985
185.93607534555252,182.08175026149323
185.80983934790999,181.31871912732154
185.80963347478132,181.23206423094695
188.05600832635992,181.68194496700556
185.58092082032098,184.19393904526285
175.44047158860235,188.55853489983892
173.14281610653214,191.8293663927104
185.9418513509295,190.75494748451726
181.97096393656273,191.12592680480853
174.04654347206994,202.64891674825893
186.6591325578336,180.4880574325113
176.6411590185119,205.31083385512926
184.44788352672072,193.05144396856147
184.90393175708365,184.44441237935317
173.88261930364308,201.41132061279518
186.97738488607402,182.5070234591944
177.28411994830444,204.4475399335135
184.6892651767921,194.98819713806714
187.59821900092254,184.8929334860426
186.89185362451573,179.7654063222066
179.57744532170966,193.1093170451188
188.423677866522,183.9502771027437
176.6224025006178,189.65443033373717
177.85736230351634,204.46192005397026
186.07598973158062,182.69077491143767
179.46147714490388,191.58552100511415
184.2997392146838,191.86972103306493
175.16788380769094,202.6034713914328
186.59967485971833,181.41059596318283
184.88077634455203,181.95005067351704
178.3594529409151,202.9888480909513
186.48255022821058,184.42408732937744
175.6146745717401,201.1506633613784
187.7218598269267,186.10718017534109
183.63899140803218,193.445240906144
176.4965418058937,203.09762678902436
183.0429160019281,181.63716421224663
184.8981439054088,181.8424215269955
176.62567430749985,190.45815157135615
183.67387013920825,190.4533720843016
184.40218435368882,193.421326227054
173.56000506708176,204.7968820755588
184.87680015223566,180.90369190089922
182.4303261842357,193.00122652991277
182.9037188570754,193.16884705162232
183.46463451986435,182.51304540771855
177.0913253611386,189.71211002620126
184.65481297897978,183.07395601634553
179.67971508718912,196.21455056052008
174.68224358176843,202.06906489263358
175.7278702892149,186.90241913469396
184.64982081244764,183.08410050935245
176.32576046564344,188.98773389760103
177.0834259524202,189.01707687924159
186.1420302389311,184.00724047905354
177.72278714314695,203.41511145866528
184.79144674278768,181.25468352946896
186.3500391613228,182.08635487920594
185.3199855068257,189.59938594232352
175.00975568959146,188.19677257657116
186.91521893914194,185.47039737611098
177.99292340985224,187.8551207846342
187.8208583826691,181.09905075522013
174.69275938030933,188.89116994149438
187.4660810316731,183.63260598685355
185.61180344806294,181.42157286609944
186.17960720256676,183.5361977133413
188.29025487783142,182.53094060186598
182.30908732778678,192.42767758142463
174.7012607393655,185.96294637351303
175.57715588643956,189.06913647231514
186.1085736493223,186.50218354176542
185.0974501061236,183.21613113246096
176.59537195006163,205.98163044211014
176.97047132677864,203.67553203967225
182.5000048421173,194.1952922156194
185.09746221138576,185.38406576393083
188.3822210390542,182.20803377433532
185.77966209797367,181.2878864313177
174.66839078228773,190.15475987004658
186.05826992884062,193.53551129864584
187.66411572562842,182.63683869682237
182.48773738034262,191.77579723699014
185.98216204466536,183.1869929667524
185.80698826949603,182.2093914110857
176.09009227342284,201.82415540906868
175.67745166017778,204.48071979357204
186.75116062496562,184.76951140697156
188.18992710524066,183.03138620018484
185.916904572322,194.3610334355858
175.5073270603601,202.13013463104534
173.72007497472006,204.85750693749213
181.4176962261703,192.2552824732211
190.16132319083786,179.1004763424196
177.69531946418408,206.38996761458966
177.9797164703323,188.4515111356509
183.47585341950756,181.27063680686112
189.92043781314115,180.64633320856862
174.88684794416017,205.51793148825118
185.5726761591459,181.18000570692377
175.96258470639043,204.94037752749463
176.21725109363337,187.57295593561338
183.19548782823554,193.92741228137254
174.07161950762966,203.47138819286226
181.25640484980437,194.8491944458375
175.72116713919587,203.47417348072074
175.68571028688666,207.57075064013947
174.95079161794322,206.38832243221844
183.76196805328792,179.84872385223989
186.46008335524314,182.07620736321286
174.75132420051824,186.99765213636698
185.05167991812093,182.22835561852764
176.96378645775636,203.8558153639327
174.60180607036267,189.99321209450682
180.92433765955963,194.15534655167622
184.67341710702763,180.6720816212502
177.57582824710158,203.02906297653146
182.19995823001176,192.93932863678526
186.9116688459531,182.1006030746869
182.3728891916418,191.98133241936864
176.11616181520733,187.7948879400638
185.9547487406507,183.3406098790786
175.80307532976673,189.00798066260037
178.42394099991265,202.86934304092466
185.06612410484797,182.50503170554484
172.8872967955635,192.34340981533157
173.2189927934267,189.55523435548727
185.10971245208412,182.97430130508747
176.0699393002813,190.67636335306736
179.97989895538888,192.1466035758804
175.96122350736158,204.82576919834634
175.4722315621563,187.3869887666964
173.8123716207909,187.15654001882837
186.24832247273048,184.08063358590732
184.2171009457496,182.20504915924676
173.81875940200837,191.4320239152165
186.45914528311081,185.366499832276
182.22610700075606,193.2015034690937
182.18185736195508,190.64431220134315
184.95320918761837,182.6128564289581
174.5730961946445,189.03158574877858
175.02197779463106,202.73702750152842
176.39066663539995,187.0765741330786
175.6763458640459,187.22941485949474
182.94561026879282,195.76875477259452
178.05689437676338,186.27362408102633
184.8030358486929,185.60934874001856
186.19950179844594,182.85211811106296
184.9406790531337,183.58225012234644
174.95266078217134,185.9680102906251
176.54586559576083,186.36055955798813
176.27400983368753,189.26226293958044
175.36209958665722,189.29127197225856
174.1708009099318,189.1874272583141
177.04506321580135,204.2856045684934
176.8935413968312,189.49094994743749
175.03641341450654,188.35877709153735
176.2772302554984,200.5548581851199
188.01249701308907,182.96899804620242
182.43422712400476,192.53781532387526
187.06821622041673,180.6377073030258
177.21422367179724,203.09627301702136
183.91626189827,181.74889874642255
174.75965315296702,188.10811209052608
182.16136093322677,193.90393525969478
173.98598274367697,189.63097179279612
181.80128979426954,194.42057914229636
174.1546731964819,205.77017866440067
185.7235100122733,182.27766780887936
174.64608869236773,188.75776067588978
185.5658261271716,193.1741263911249
175.9617827698422,187.8102355168777
181.2414046932635,194.22375852206466
184.81485754949495,192.6234822450454
175.56930937082424,202.48583515656705
175.80371927305686,201.65325495063036
186.9288399545742,182.93051031002196
176.22998592836797,202.71961187410315
185.6090635948253,180.52756880677748
